ID,Mission Date,Operation,Country,SERVICE,Unit,Mission design series aircraft,Mission Number,Time of Day,Departure,Number of Planes Attacking,Call Sign,Weapons Expendend,Weapon Type,Weapon Weight,Bomb Load,Latitude,Longitude,Target Location,Target Country,Target Type,Launching Base,Base Latitude,Base Longitude,Bomb Damage Assessment,Enemy Action,Route Details,ISR COLLECTED,Friendly Casualties,WEATHER,Altitude,Date of Record
382,9/14/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,39,,9/14/1918 13:15:00,4,,140,rounds,3.4804,0.8701,48.964999,6.057756,Vittonville and Arnaville,France,Town,Amanty,,,"""Bursts seen in Vittonville and Arnaville; Also, several bursts among troops and horses in meadow East of Arnaville""","""Enemy Aircraft encountered - None,  One unknown plane at 16:35 Southeast of Villes. swr bad [sic].  Antiaircraft fairly active and accurate""","""Toul, Pont-a-Rousson, Amanty""","""One wagon train of 6 standing outside Arnaville, wagon train of 15 going east between Bayonville and Arnaville.  One 30 car train going east at Arnaville at 16:25""",None,"""Near lines, fair""",11700,6/10/2016
383,9/14/1918,St Mihiel,USA,USAAS,20th Aero Squadron,Liberty DH 4,40,,9/14/1918 15:35:00,8,,32,155 mm Demolition,3520,440,49.3338,5.59701,Gorze,France,Gorze,Amanty,,,Bursts were observed on hill immediately to the east of Gorze,"""Antiaircraft heavy and very accurate.  3 Fokker Biplanes seen at 16:15, engaged at 16:20 10,000 ft near Gorse.  Planes were few but aggressive""","""Toul, Nancy, Pont-a-Mousson, Gorse, Thiacourt, Amanty""","""1 train of 50 cars northof Arneville going toward Metz.  Single E. A. Biplane 14000 ft near Nancy at 16:05 pm.  Enemy balloon 371.8, 250.8""",None,Very Good,10000,6/10/2016
384,9/14/1918,St Mihiel,USA,USAAS,20th Aero Squadron,Liberty DH 4,40,,9/14/1918 15:35:00,8,,500,rounds,12.43,1.55375,49.3338,5.59701,Gorze,France,Gorze,Amanty,,,Bursts were observed on hill immediately to the east of Gorze,"""Antiaircraft heavy and very accurate.  3 Fokker Biplanes seen at 16:15, engaged at 16:20 10,000 ft near Gorse.  Planes were few but aggressive""","""Toul, Nancy, Pont-a-Mousson, Gorse, Thiacourt, Amanty""","""1 train of 50 cars northof Arneville going toward Metz.  Single E. A. Biplane 14000 ft near Nancy at 16:05 pm.  Enemy balloon 371.8, 250.8""",None,Very Good,10000,6/10/2016
385,9/14/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,11,,22,112 lb bomb,2524,229.4545455,49.815713,6.695214,Ehrang,Germany,Rail Jtn,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
386,9/14/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,18,,36,112 lb bomb,4092,227.3333333,49.115461,6.175875,"""Metz-Sablon, Buhl""",France,"""Railways, Aerodrome""",Azelot,48.5941522,6.2420764,,,,,1,,10000,6/10/2016
387,9/14/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,16,,32,112 lb bomb,3584,224,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
388,9/14/1918,,UK,RAF,No. 110 Sqdn,Airco DH9A Day Bomber,,,Day,6,,18,112 lb bomb,2028,338,48.152448,2.202988,Boulay,France,Aerodrome,Bettoncourt,48.35622051,6.1545324,,,,,0,,10000,6/10/2016
389,9/14/1918,,UK,RAF,No. 97 Sqdn,Hadley Page O/400,,,Night,9,,120,112 lb bomb,13522,1502.444444,49.115461,6.175875,"""Metz-Sablon, Kaiser'n, Courcelles""",France,Railways,Xaffévillers,48.41122886,6.5995216,,,,,0,,6500,6/10/2016
390,9/14/1918,,UK,RAF,No. 100 Sqdn,Hadley Page O/400,,,Night,3,,47,112 lb bomb,5264,1754.666667,49.115461,6.175875,"""Metz-Sablon, Boulay""",France,"""Railways, Aerodrome""",Xaffévillers,48.41122886,6.5995216,,,,,0,,8700,6/10/2016
391,9/14/1918,,UK,RAF,No. 215 Sqdn,Hadley Page O/400,,,Night,9,,127,112 lb bomb,14295,1588.333333,49.815713,6.695214,"""Ehrang, Kaiser'n, Courcelles""",Germany,Railways,Xaffévillers,48.41122886,6.5995216,,,,,2,,10000,6/10/2016
392,9/14/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/400,,,Night,8,,107,112 lb bomb,12076,1509.5,49.066651,6.308383,"""Courcelles, Saarburg, Metz-Sablon, Frescaty""",France,Raiiwavs. Aerodrome,Autreville,49.58890345,3.228178024,,,,,1,,10000,6/10/2016
393,9/14/1918,,France,GAR,Night Bombardment Grp,Caproni,,,,4,,,,660,165,,,Conflans,France,Rail yard,Villeneuve-les-Vertus,48.905278,4.001944,,,,,,,,6/10/2016
394,9/14/1918,,USA,USAAS,1st Pursuit Wing,Spad XIII,,,,,,8,10 Kg,176,,,,"""Valley of the Mad, Between Conflans and Mars-le-Tour, and Chambley""",France,Enemy troops and transports,Vaucouleurs,48.601914,5.66551,,,,,,,,6/10/2016
395,9/14/1918,,France,GAR,French Aerial Division,Breguet 14 B2,,,,,,,,44000,,,,Convoys and troop concentrations on immediate rear of enemy lines,France,,Fourneuil,49.49353,2.107301,,,,,,,,6/10/2016
396,9/15/1918,St Mihiel,USA,USAAS,11th Aero Squadron,,42,,9/15/1918 11:00:00,0,,8,155 mm Demolition,880,,49.011487,6.030617,Arnaville,France,RR,Amanty,,,Bursts observed nidway between Oneville and Arneville very close. South of R.R. Highway,"""Antiaircraft quite active but not accurate.  7 enemy aircraft seen at 12:10, 10,000 feet near Onville.  Austrian, looked like Spads, muddy brown color.""",Moselle River,Congested truck traffic on road near objective and way from Arnaville to Metz.  Many observation balloons,None,Very Good,10000,6/10/2016
397,9/15/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,42,,9/15/1918 11:00:00,6,,10,155 mm Demolition,1100,183.3333333,49.011487,6.030617,Arnaville,France,town,Amanty,,,Bursts observed in eastern portion of Arnaville,"""Antiaircraft fairly active and accurate.  9 enemy aircraft attacked at 1215, 4000m altitude, east of Arnaville but not very persistent.  Probably Fokkers, color greenish brown.""",,Landing T in open field at 3700-2427; 3 cannions on road between Champey and Vittenville; One train south below Arnaville.,None,Good,13650,6/10/2016
398,9/15/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,42,,9/15/1918 11:00:00,6,,8,115 mm,352,58.66666667,49.011487,6.030617,Arnaville,France,town,Amanty,,,Bursts observed in eastern portion of Arnaville,"""Antiaircraft fairly active and accurate.  9 enemy aircraft attacked at 1215, 4000m altitude, east of Arnaville but not very persistent.  Probably Fokkers, color greenish brown.""",,Landing T in open field at 3700-2427; 3 cannions on road between Champey and Vittenville; One train south below Arnaville.,None,Good,13650,6/10/2016
399,9/15/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,42,,9/15/1918 11:00:00,6,,12,90 mm,237.6,39.6,49.011487,6.030617,Arnaville,France,town,Amanty,,,Bursts observed in eastern portion of Arnaville,"""Antiaircraft fairly active and accurate.  9 enemy aircraft attacked at 1215, 4000m altitude, east of Arnaville but not very persistent.  Probably Fokkers, color greenish brown.""",,Landing T in open field at 3700-2427; 3 cannions on road between Champey and Vittenville; One train south below Arnaville.,None,Good,13650,6/10/2016
400,9/15/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,42,,9/15/1918 11:00:00,6,,6,90 mm incendiary,118.8,19.8,49.011487,6.030617,Arnaville,France,town,Amanty,,,Bursts observed in eastern portion of Arnaville,"""Antiaircraft fairly active and accurate.  9 enemy aircraft attacked at 1215, 4000m altitude, east of Arnaville but not very persistent.  Probably Fokkers, color greenish brown.""",,Landing T in open field at 3700-2427; 3 cannions on road between Champey and Vittenville; One train south below Arnaville.,None,Good,13650,6/10/2016
401,9/15/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,42,,9/15/1918 11:00:00,6,,520,rounds,12.9272,2.154533333,49.011487,6.030617,Arnaville,France,town,Amanty,,,Bursts observed in eastern portion of Arnaville,"""Antiaircraft fairly active and accurate.  9 enemy aircraft attacked at 1215, 4000m altitude, east of Arnaville but not very persistent.  Probably Fokkers, color greenish brown.""",,Landing T in open field at 3700-2427; 3 cannions on road between Champey and Vittenville; One train south below Arnaville.,None,Good,13650,6/10/2016
402,9/15/1918,St Mihiel,USA,USAAS,20th Aero Squadron,Liberty DH 4,43,,9/15/1918 11:05:00,4,,16,155 mm Demolition,1760,440,49.01514,5.990155,Bayonville-sur-Mad,France,,Amanty,,,One burst on road leading south from Bayonville,"""Antiaircraft  was heavy and accurate from Bayonville to Avreinville.  9 Fokkers encountered at 11,0000 ft near Avainville.""","""Nancy, Pont a Mousson, Bayonville, Thiacourt, Toul, Amanty""",,10 planes left field; one plane crashed. Liet CCStephen killed and Lt JJ Louis seriously injured.  Four planes reached the objective.  All others returned or are accounted for.,Very good,11000,6/10/2016
403,9/15/1918,St Mihiel,USA,USAAS,20th Aero Squadron,Liberty DH 4,43,,9/15/1918 11:05:00,4,,42,rounds,1.0206,0.25515,49.01514,5.990155,Bayonville-sur-Mad,France,,Amanty,,,One burst on road leading south from Bayonville,"""Antiaircraft  was heavy and accurate from Bayonville to Avreinville.  9 Fokkers encountered at 11,0000 ft near Avainville.""","""Nancy, Pont a Mousson, Bayonville, Thiacourt, Toul, Amanty""",,10 planes left field; one plane crashed. Liet CCStephen killed and Lt JJ Louis seriously injured.  Four planes reached the objective.  All others returned or are accounted for.,Very good,11000,6/10/2016
404,9/15/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,44,,9/15/1918 15:00:00,4,,8,155 mm Demolition,880,220,49.440654,5.612335,Longuyon,France,Rail Yard,Amanty,,,Bursts on eastern edge of yards and buildings to the east of yards,None,,1 50 car train going south into Loguyen at 1615.  650 cars in yards at Loguyen.  3 trucks going north into Longuyen@1615.  Landing T and seven machines on field at Longuyen; 2 machines took off at 16:20.  No activity on Corbey field,None,Fair,13650,6/10/2016
405,9/15/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,44,,9/15/1918 15:00:00,4,,10,115 mm,440,110,49.440654,5.612335,Longuyon,France,Rail Yard,Amanty,,,Bursts on eastern edge of yards and buildings to the east of yards,None,,1 50 car train going south into Loguyen at 1615.  650 cars in yards at Loguyen.  3 trucks going north into Longuyen@1615.  Landing T and seven machines on field at Longuyen; 2 machines took off at 16:20.  No activity on Corbey field,None,Fair,13650,6/10/2016
406,9/15/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,44,,9/15/1918 15:00:00,4,,6,90 mm incendiary,118.8,29.7,49.440654,5.612335,Longuyon,France,Rail Yard,Amanty,,,Bursts on eastern edge of yards and buildings to the east of yards,None,,1 50 car train going south into Loguyen at 1615.  650 cars in yards at Loguyen.  3 trucks going north into Longuyen@1615.  Landing T and seven machines on field at Longuyen; 2 machines took off at 16:20.  No activity on Corbey field,None,Fair,13650,6/10/2016
407,9/15/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,44,,9/15/1918 15:00:00,4,,600,rounds,14.916,3.729,49.440654,5.612335,Longuyon,France,Rail Yard,Amanty,,,Bursts on eastern edge of yards and buildings to the east of yards,None,,1 50 car train going south into Loguyen at 1615.  650 cars in yards at Loguyen.  3 trucks going north into Longuyen@1615.  Landing T and seven machines on field at Longuyen; 2 machines took off at 16:20.  No activity on Corbey field,None,Fair,13650,6/10/2016
408,9/15/1918,St Mihiel,USA,USAAS,11th Aero Squadron,,44,,9/15/1918 15:10:00,9,,8,155 mm Demolition,880,97.77777778,49.440654,5.612335,Longuyon,France,,Amanty,,,Fired at Observation balloon near Damvillers. No bursts observed.,Antiaircraft few.  Had altitude but not range.,"""Neufahateau, Bar-le-Duc Obj and return""",None,None,Good,14000,6/10/2016
409,9/15/1918,St Mihiel,USA,USAAS,11th Aero Squadron,,44,,9/15/1918 15:10:00,9,,1000,rounds,24.86,2.762222222,49.440654,5.612335,Longuyon,France,,Amanty,,,Fired at Observation balloon near Damvillers. No bursts observed.,Antiaircraft few.  Had altitude but not range.,"""Neufahateau, Bar-le-Duc Obj and return""",None,None,Good,14000,6/10/2016
410,9/15/1918,St Mihiel,USA,USAAS,20th Aero Squadron,Liberty DH 4,44,,9/15/1918 15:15:00,,,4,155 mm Demolition,440,,49.446035,5.600987,Longuyon,France,Rail Yard,Amanty,,,"""Bursts observed on the hill east of yards, Longuyon""","""Antiaircraft fairly heavy and accurate between Verdun and Loguyon.  1 EA biplane encountered at 16:55, 12,000 ft.""","""Amanty, Var-le-Duc, Verdun, Longuyon, Verdun, St Mihiel""",Enemy Airdrome southeast of Longuyon fairly active.  Two out and 5 or 6 planes on the ground.  One train on the track leading northwest from Longuyon,None,Very good,14000,6/10/2016
411,9/15/1918,St Mihiel,USA,USAAS,20th Aero Squadron,Liberty DH 4,44,,9/15/1918 15:15:00,,,200,rounds,4.86,,49.446035,5.600987,Longuyon,France,Rail Yard,Amanty,,,"""Bursts observed on the hill east of yards, Longuyon""","""Antiaircraft fairly heavy and accurate between Verdun and Loguyon.  1 EA biplane encountered at 16:55, 12,000 ft.""","""Amanty, Var-le-Duc, Verdun, Longuyon, Verdun, St Mihiel""",Enemy Airdrome southeast of Longuyon fairly active.  Two out and 5 or 6 planes on the ground.  One train on the track leading northwest from Longuyon,None,Very good,14000,6/10/2016
412,9/15/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,9,,,,2058,228.6666667,48.766667,9.183333,Stuttgart,Germany,Daimler Works,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
413,9/15/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,13,,,,2930,225.3846154,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
414,9/15/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,12,,,,2706,225.5,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,3,,6500,6/10/2016
415,9/15/1918,,UK,RAF,No. 110 Sqdn,Airco DH9A Day Bomber,,,Day,10,,,,3030,303,48.915636,8.007115,Buhl,France,Aerodrome,Bettoncourt,48.35622051,6.1545324,,,,,0,,10000,6/10/2016
416,9/15/1918,,UK,RAF,No. 97 Sqdn,Hadley Page O/400,,,Night,9,,,,12396,1377.333333,48.668822,6.994674,"""Lorquin, Morn, Mainz""",Germany,"""Aerodromes, Rail""",Xaffévillers,48.41122886,6.5995216,,,,,0,,6500,6/10/2016
417,9/15/1918,,UK,RAF,No. 100 Sqdn,Hadley Page O/400,,,Night,5,,,,5143,1028.6,48.668822,6.994674,"""Lorquin, Buhl, Saarburg""",Germany,"""Aerodromes, Convoy""",Xaffévillers,48.41122886,6.5995216,,,,,0,,8700,6/10/2016
418,9/15/1918,,UK,RAF,No. 215 Sqdn,Hadley Page O/400,,,Night,5,,,,10210,2042,48.915636,8.007115,"""Buhl, Karlsruhe""",France,"""Aerodrome, Rail Stn, Docks""",Xaffévillers,48.41122886,6.5995216,,,,,0,,10000,6/10/2016
419,9/15/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/400,,,Night,6,,,,9711,1618.5,49.0080848,8.4037563,"""Karlsruhe, Morhange, Metz-Sablon""",Germany,"""Rail Stn & Docks, Aero""",Autreville,49.58890345,3.228178024,,,,,0,,10000,6/10/2016
420,9/15/1918,,France,GAR,Night Bombardment Grp,Caproni,,,,20,,,,17617.6,880.88,,,"""Longoyon,  Dommary Baroncourt, Condflans, Adun-le-Roman""",France,,Villeneuve-les-Vertus,48.905278,4.001944,,,,,,,,6/10/2016
421,9/16/1918,St Mihiel,USA,USAAS,11th Aero Squadron,,45,,9/16/1918 6:05:00,4,,8,155 mm Demolition,880,220,49.446035,5.600987,Longuyon,France,Rail Yard,Amanty,,,Bursts observed SW of Longuyon near the R.R.,Antiaircraft fair active but not accurate,Bar-le-duc route,"""Two trains standing still, also moving frieght cars in yards at Longuyon.""",None,Fair,15000,6/10/2016
422,9/16/1918,St Mihiel,USA,USAAS,20th Aero Squadron,Liberty DH 4,45,,9/16/1918 6:10:00,1,,4,155 mm Demolition,440,440,49.446035,5.600987,Longuyon,France,,Amanty,,,,One antiaircraft battery active near Etain,"""Gondrecourt, Verdun, Etain, Dommary, Baroncourt, Etain, St. Mihiel, Amanty""","""2 hostile balloons seen - 2 trains, 1 north, & south of Dommary Baroncourt both going North""",None,Very good,15000,6/10/2016
423,9/16/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,46,,9/16/1918 12:35:00,6,,12,155 mm Demolition,1320,220,49.16452,5.89315,Conflans,France,Rail Yard,Amanty,,,Busrts to the north and east of the objective,Anti aircraft fairly active and inaccurate,"""Bar-le-Duc, Verdun, Conflans, Fresnes, Amanty""","""1-25 car train at Jarny going south at 14:05.  Three trains with steam up in the western yardsof Metz.  350 cars at Conflans, 600 cars at Brily, 500 cars a Dommary-Baroncourt.  500 cars at Meineville.  200 cars at Etain.  6 machines on ground and landing """,None,Good,13650,6/10/2016
424,9/16/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,46,,9/16/1918 12:35:00,6,,10,115 mm,440,73.33333333,49.16452,5.89315,Conflans,France,Rail Yard,Amanty,,,Busrts to the north and east of the objective,Anti aircraft fairly active and inaccurate,"""Bar-le-Duc, Verdun, Conflans, Fresnes, Amanty""","""1-25 car train at Jarny going south at 14:05.  Three trains with steam up in the western yardsof Metz.  350 cars at Conflans, 600 cars at Brily, 500 cars a Dommary-Baroncourt.  500 cars at Meineville.  200 cars at Etain.  6 machines on ground and landing """,None,Good,13650,6/10/2016
425,9/16/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,46,,9/16/1918 12:35:00,6,,6,90 mm incendiary,118.8,19.8,49.16452,5.89315,Conflans,France,Rail Yard,Amanty,,,Busrts to the north and east of the objective,Anti aircraft fairly active and inaccurate,"""Bar-le-Duc, Verdun, Conflans, Fresnes, Amanty""","""1-25 car train at Jarny going south at 14:05.  Three trains with steam up in the western yardsof Metz.  350 cars at Conflans, 600 cars at Brily, 500 cars a Dommary-Baroncourt.  500 cars at Meineville.  200 cars at Etain.  6 machines on ground and landing """,None,Good,13650,6/10/2016
426,9/16/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,46,,9/16/1918 12:35:00,6,,405,rounds,10.0683,1.67805,49.16452,5.89315,Conflans,France,Rail Yard,Amanty,,,Busrts to the north and east of the objective,Anti aircraft fairly active and inaccurate,"""Bar-le-Duc, Verdun, Conflans, Fresnes, Amanty""","""1-25 car train at Jarny going south at 14:05.  Three trains with steam up in the western yardsof Metz.  350 cars at Conflans, 600 cars at Brily, 500 cars a Dommary-Baroncourt.  500 cars at Meineville.  200 cars at Etain.  6 machines on ground and landing """,None,Good,13650,6/10/2016
427,9/16/1918,St Mihiel,USA,USAAS,20th Aero Squadron,Liberty DH 4,46,,9/16/1918 12:45:00,5,,20,155 mm Demolition,2200,440,49.1641817,5.872321129,Conflans,France,Railroad Yards,Amanty,,,One burst on eastern part of yards.  Bursts were observed on Hospital,Antiaircraft accurate over Lauchau?see.  7 EA Fokker biplanes seen south of Conflans at 1000ft.  Did not engage.  Red noses and wings with White fuselage,"""Amanty, Conflans, Amanty""",1 balloon 3600-2620.  150 cars in the yards at Conflans.  1 Canion train at Friaville at 2:00 pm.  Cars in Yards were widely separated in small sections,None,Good,12000,6/10/2016
428,9/16/1918,St Mihiel,USA,USAAS,20th Aero Squadron,Liberty DH 4,47,,9/16/1918 16:40:00,1,,4,155 mm Demolition,440,440,49.1641817,5.872321129,Conflans,France,Railroad Yards,Amanty,,,,"""Antiaircraft fairly active.  7 Fokker biplanes encounteredat 17:50 , 12,000 ft near Longuyon, EA had red noses, white tails. A patrol of Spads was met at Lines on Return trip.""","""Gondrescourt, Newfhateau, Verdun, Longuyon, Sreane(?)""",None,None,Poor,15000,6/10/2016
429,9/16/1918,St Mihiel,USA,USAAS,20th Aero Squadron,Liberty DH 4,47,,9/16/1918 16:40:00,1,,700,rounds,17.01,17.01,49.1641817,5.872321129,Conflans,France,Railroad Yards,Amanty,,,,"""Antiaircraft fairly active.  7 Fokker biplanes encounteredat 17:50 , 12,000 ft near Longuyon, EA had red noses, white tails. A patrol of Spads was met at Lines on Return trip.""","""Gondrescourt, Newfhateau, Verdun, Longuyon, Sreane(?)""",None,None,Poor,15000,6/10/2016
430,9/16/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,47,,9/16/1918 16:50:00,5,,8,155 mm Demolition,880,176,49.16768,5.848631,Conflans/Hannonville,France,,Amanty,,,"""Five machines crossed the lines, one machine (Pilot Lts Elliot and Obs. Lt Ellis) was unable to keep up with the formation  and they dropped their bombs at Hannonville and returned to aerodrome""",None,,None,None,Fair,13650,6/10/2016
431,9/16/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,47,,9/16/1918 16:50:00,5,,4,115 mm,176,35.2,49.16768,5.848631,Conflans/Hannonville,France,,Amanty,,,"""Five machines crossed the lines, one machine (Pilot Lts Elliot and Obs. Lt Ellis) was unable to keep up with the formation  and they dropped their bombs at Hannonville and returned to aerodrome""",None,,None,None,Fair,13650,6/10/2016
432,9/16/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,47,,9/16/1918 16:50:00,5,,4,90 mm,79.2,15.84,49.16768,5.848631,Conflans/Hannonville,France,,Amanty,,,"""Five machines crossed the lines, one machine (Pilot Lts Elliot and Obs. Lt Ellis) was unable to keep up with the formation  and they dropped their bombs at Hannonville and returned to aerodrome""",None,,None,None,Fair,13650,6/10/2016
433,9/16/1918,St Mihiel,USA,USAAS,96th Aero Squadron,Breguet 14 B2,47,,9/16/1918 16:50:00,5,,76,rounds,1.88936,0.377872,49.16768,5.848631,Conflans/Hannonville,France,,Amanty,,,"""Five machines crossed the lines, one machine (Pilot Lts Elliot and Obs. Lt Ellis) was unable to keep up with the formation  and they dropped their bombs at Hannonville and returned to aerodrome""",None,,None,None,Fair,13650,6/10/2016
434,9/16/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,5,,,,1138,227.6,49.488333,8.464722,Mannheim,Germany,Rail Stn & Lanz Works,Azelot,48.5941522,6.2420764,,,,,1,,10000,6/10/2016
435,9/16/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,11,,,,2264,205.8181818,48.813288,7.79125,Hagenau,Germany,Aerodrome,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
436,9/16/1918,,UK,RAF,No. 110 Sqdn,Airco DH9A Day Bomber,,,Day,11,,,,3266,296.9090909,49.488333,8.464722,Mannheim,Germany,"""Railways, Chem Factories""",Bettoncourt,48.35622051,6.1545324,,,,,2,,10000,6/10/2016
437,9/16/1918,,UK,RAF,No. 97 Sqdn,Hadley Page O/400,,,Night,3,,,,4350,1450,50.1114451,8.6806154,"""Frankfurt, Lorquin, Frescaty""",Germany,Railway & Aerodromes,Xaffévillers,48.41122886,6.5995216,,,,,0,,6500,6/10/2016
438,9/16/1918,,UK,RAF,No. 100 Sqdn,Hadley Page O/400,,,Night,1,,,,3462,3462,49.115461,6.175875,Frescaty,France,Zepp Shed & Aerodrome,Xaffévillers,48.41122886,6.5995216,,,,,1,,8700,6/10/2016
439,9/16/1918,,UK,RAF,No. 115 Sqdn,Hadley Page O/400,,,Night,6,,,,8176,1362.666667,49.115461,6.175875,Metz-Sablon,France,Railways,Roville-aux-Chênes,48.382848,6.62454128,,,,,1,,10000,6/10/2016
440,9/16/1918,,UK,RAF,No. 215 Sqdn,Hadley Page O/400,,,Night,,,,,,0,50.9406645,6.9599115,"""Cologne, Frescaty. Mannheim""",Germany,Unknown,Xaffévillers,48.41122886,6.5995216,,,,,4,,10000,6/10/2016
441,9/16/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/400,,,Night,5,,,,7138,1427.6,,,5 locations,,Aerodromes & Rail Stns,Autreville,49.58890345,3.228178024,,,,,1,,9999,6/10/2016
442,9/16/1918,,France,GAR,Night Bombardment Grp,Caproni,,,,33,,,,3168,96,,,Conflans,France,Rail yard,Villeneuve-les-Vertus,48.905278,4.001944,,,,,,,,6/10/2016
443,9/18/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,48,,9/18/1918 6:00:00,7,,12,155 mm Demolition,1320,188.5714286,49.443539,5.593539,Longuyon,France,Rail Yard,Amanty,,,"""4 bursts observed in town, remainder west of town.  Better results could not be obtained because the flight leader's machine was forced to turn back just as the formation was approaching the objective.""",Anti aircraft was very accurate and active north of Verdun.,"""Gondrecourt, Bar-le-Duc, Verdun, Loguyon, Verdun, Amanty""","""1-50 car train East toward Loguyon, 07:10; 2-50 car trains going south from Longuyon 07:05; 1-50 car train going south out of Dommary-Baroncourt 07:05; 1-50 car train going south out of Conflans07:05.  Smoke from 10 narrow gauge engines operating in weeds""",None,Good,13650,6/10/2016
444,9/18/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,48,,9/18/1918 6:00:00,7,,12,115 mm,528,75.42857143,49.443539,5.593539,Longuyon,France,Rail Yard,Amanty,,,"""4 bursts observed in town, remainder west of town.  Better results could not be obtained because the flight leader's machine was forced to turn back just as the formation was approaching the objective.""",Anti aircraft was very accurate and active north of Verdun.,"""Gondrecourt, Bar-le-Duc, Verdun, Loguyon, Verdun, Amanty""","""1-50 car train East toward Loguyon, 07:10; 2-50 car trains going south from Longuyon 07:05; 1-50 car train going south out of Dommary-Baroncourt 07:05; 1-50 car train going south out of Conflans07:05.  Smoke from 10 narrow gauge engines operating in weeds""",None,Good,13650,6/10/2016
445,9/18/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,48,,9/18/1918 6:00:00,7,,8,90 mm incendiary,158.4,22.62857143,49.443539,5.593539,Longuyon,France,Rail Yard,Amanty,,,"""4 bursts observed in town, remainder west of town.  Better results could not be obtained because the flight leader's machine was forced to turn back just as the formation was approaching the objective.""",Anti aircraft was very accurate and active north of Verdun.,"""Gondrecourt, Bar-le-Duc, Verdun, Loguyon, Verdun, Amanty""","""1-50 car train East toward Loguyon, 07:10; 2-50 car trains going south from Longuyon 07:05; 1-50 car train going south out of Dommary-Baroncourt 07:05; 1-50 car train going south out of Conflans07:05.  Smoke from 10 narrow gauge engines operating in weeds""",None,Good,13650,6/10/2016
446,9/18/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,48,,9/18/1918 6:00:00,7,,1051,rounds,26.12786,3.732551429,49.443539,5.593539,Longuyon,France,Rail Yard,Amanty,,,"""4 bursts observed in town, remainder west of town.  Better results could not be obtained because the flight leader's machine was forced to turn back just as the formation was approaching the objective.""",Anti aircraft was very accurate and active north of Verdun.,"""Gondrecourt, Bar-le-Duc, Verdun, Loguyon, Verdun, Amanty""","""1-50 car train East toward Loguyon, 07:10; 2-50 car trains going south from Longuyon 07:05; 1-50 car train going south out of Dommary-Baroncourt 07:05; 1-50 car train going south out of Conflans07:05.  Smoke from 10 narrow gauge engines operating in weeds""",None,Good,13650,6/10/2016
